Joshua Project People Group Data

ROL3,Language,NbrPGICs,NbrCountries,Status,BibleStatus,BibleYear,NTYear,PortionsYear,JF,AudioRecordings,YouVersion_ID
sry,Sera,1,1,L,2,,,,N,Y,
srp,Serbian,38,31,L,5,1804-2015,1563-1997,1564-1992,Y,Y,srp
swf,Sere,1,1,N,0,,,,N,N,
srr,Serer-Sine,3,3,L,5,2007-2008,1987,1979-1995,Y,Y,3751
sei,Seri,1,1,L,4,,1982,1966-1968,N,Y,
sve,Serili,1,1,N,0,,,,N,N,
ser,Serrano,,,N,0,,,,N,N,
seu,Serui-Laut,1,1,L,2,,,,N,Y,
stf,Seta,1,1,L,1,,,,N,Y,
stm,Setaman,1,1,L,2,,,,N,N,
sbi,Seti,1,1,L,1,,,,N,N,
tsn,Setswana,25,4,L,5,1857-2014,1840-1994,1830-1966,Y,Y,tsn
sta,Settla,,,N,0,,,,N,N,
sew,"Sewa Bay",1,1,L,2,,,,N,Y,
crs,"Seychelles French Creole",3,3,L,5,2013-2015,2000,1974-1984,Y,N,crs
lsw,"Seychelles Sign Language",,,L,1,,,,N,N,
sze,Seze,1,1,L,2,,,,N,N,
jil,"Sgi Bara",1,1,L,2,,,,N,N,
sdb,Shabak,1,1,L,3,,,Yes,N,N,
sbf,Shabo,,,L,2,,,,N,N,
srz,Shahmirzadi,1,1,L,1,,,,N,Y,
shm,Shahrudi,1,1,L,0,,,,N,Y,
sha,Shall-Zwall,1,1,N,2,,,,N,Y,
sqa,Shama-Sambuga,1,1,L,3,,,Yes,N,N,
xsh,Shamang,1,1,L,2,,,,N,N,
ksb,Shambala,1,1,L,4,,1908-2005,1896-1960,Y,Y,ksb
shn,Shan,4,3,L,5,1892-2002,1882-1995,1871-1995,Y,Y,shn
swo,Shanenawa,,,N,0,,,,N,Y,
sho,Shanga,1,1,L,3,,,2017,N,Y,
mcd,Sharanahua,2,2,L,4,,1996-2008,1973-2002,N,Y,mcd
swq,Sharwa,1,1,L,2,,,,N,N,
shj,Shatt,1,1,L,3,,,2018,N,Y,shj
cbt,Shawi,1,1,L,4,,1978-2021,1964-1991,Y,Y,cbt
sjw,Shawnee,1,1,N,3,,,1836-1929,N,N,sjw
shx,She,1,1,L,0,,,,N,N,
shv,Shehri,2,2,L,2,,,,N,N,
swv,Shekhawati,265,,L,4,,2017-2021,2015,Y,Y,swv
moy,Shekkacho,1,1,L,4,,2017,2004,Y,Y,moy
she,Sheko,1,1,L,4,,2023,2015,Y,Y,
sth,Shelta,2,2,L,0,,,,N,N,
shl,Shendu,,,L,2,,,,N,N,
scv,Sheni,,,N,0,,,,N,Y,
bun,Sherbro,1,1,L,4,,Yes,1839,Y,Y,bun
sdp,Sherdukpen,1,,L,2,,,,N,Y,
xsr,Sherpa,29,,L,4,,2014-2015,1975-2008,Y,Y,xsr
shr,Shi,1,1,L,5,1992-2024,1961-1977,1953-1958,Y,Y,3953
gua,Shiki,1,1,N,0,,,,N,Y,
shk,Shilluk,2,2,L,5,2012,1977,1911-1998,Y,Y,shk
scl,Shina,71,,L,3,,,1929,Y,Y,
plk,"Shina, Kohistani",59,,L,3,,,2021,Y,N,
shp,Shipibo-Conibo,2,1,L,4,,1983-2013,1954-1976,Y,Y,shp
sle,Sholaga,2,,L,4,,2022-2025,2022,Y,Y,sle
sii,"Shom Peng",1,,L,2,,,,N,N,
sna,Shona,11,7,L,5,1949-2007,1907,1897-1994,Y,Y,sna
bcv,Shoo-Minda-Nye,1,1,L,4,,Yes,Yes,N,Y,4448
cjs,Shor,3,3,L,3,,,2004-2022,N,N,
shh,Shoshoni,1,1,L,3,,,1986,N,Y,
shg,Shua,1,1,L,3,,,1978,N,Y,
jiv,Shuar,1,1,L,4,,2009,Yes,Y,Y,jiv
suj,Shubi,1,1,L,2,,,,N,Y,
sgh,Shughni,2,2,L,3,,,2000-2015,Y,Y,
sxg,Shuhi,1,1,L,1,,,,N,N,
sts,Shumashti,1,1,L,2,,,,N,Y,
scu,Shumcho,4,,L,3,,,Yes,N,Y,
shs,Shuswap,1,1,N,0,,,,N,Y,
shw,Shwai,1,1,L,2,,,,N,Y,
slw,Sialum,1,1,L,2,,,,N,N,
sif,Siamou,2,2,L,3,,,2009,N,Y,
snp,Siane,1,1,L,4,,1991-2015,1964-1994,N,Y,snp
sya,Siang,1,1,L,4,,2021,Yes,Y,Y,sya
sjr,Siar-Lak,1,1,L,3,,,2007-2012,Y,Y,
mmp,Siawi,1,1,L,4,,1977-2013,1992-1998,N,Y,mmp
nco,Sibe,1,1,L,3,,,1984-2004,N,Y,
sty,"Siberian Tatar",3,1,L,3,,,2019-2024,N,N,
scn,Sicilian,1,1,L,3,,,1860-1861,N,Y,scn
sid,Sidaama,1,1,L,5,2015,1990,1933-2007,Y,Y,sid
erg,Sie,1,1,L,4,,1909,1864-1914,N,Y,erg
sgx,"Sierra Leone Sign Language",1,1,L,2,,,,N,N,
sxe,Sighu,1,1,N,0,,,,N,N,
dse,"Sign Language of the Netherlands",1,1,L,3,,,2025,N,Y,
spg,"Sihan (Malaysia)",1,1,L,2,,,,N,N,
snr,"Sihan (Papua New Guinea)",1,1,L,2,,,,N,N,
ski,Sika,1,1,L,3,,,2022,Y,Y,
sky,Sikaiana,1,1,N,3,,,1932-1946,N,Y,
tty,Sikaritai,1,1,L,3,,,1992,N,Y,
sik,Sikiana,2,2,N,0,,,,N,N,
sip,Sikkimese,65,,L,4,,Yes,Yes,N,Y,
skh,Sikule,1,1,L,2,,,,N,N,
slt,Sila,3,2,L,2,,,,N,N,
szl,Silesian,1,1,L,4,,2017,Yes,N,N,
sli,"Silesian, Lower",2,2,L,0,,,,N,N,
wul,Silimo,1,1,L,5,2023,1992,1995,N,N,wul
mkc,Siliput,1,1,L,1,,,,N,Y,
xsp,Silopi,1,1,L,2,,,,N,N,
stv,Silt'e,1,1,L,4,,Yes,Yes,Y,Y,
sie,Simaa,5,2,L,3,,,2016,Y,Y,
sbw,Simba,,,N,3,,,Yes,N,N,
smg,Simbali,1,1,L,1,,,,N,N,
smb,Simbari,1,1,L,4,,2023,1994-2010,N,N,3832
sbb,Simbo,1,1,L,3,,,2007-2013,N,Y,
smz,Simeku,1,1,L,1,,,,N,N,
smr,Simeulue,1,1,L,2,,,,N,Y,
smt,Simte,2,,L,5,1992,1975,1957,N,Y,smt
siu,Sinagen,1,1,L,1,,,,N,Y,
sst,Sinasina,1,1,L,4,,1975-1976,1967-1980,Y,Y,
snc,Sinaugoro,1,1,L,4,,1995-2014,1991,Y,Y,snc
snd,Sindhi,562,,L,5,1954,1890-1992,1825-1981,Y,Y,snd
sbn,"Sindhi Bhil",10,,L,3,,,Yes,Y,Y,
sls,"Singapore Sign Language",1,1,L,2,,,,N,N,
sgp,Singpho,2,,L,5,Yes,Yes,1907,N,Y,
sin,Sinhala,49,,L,5,1823-2018,1776-2018,1739-1966,Y,Y,sin
hmz,"Sinicized Miao",2,2,L,3,,,2005,Y,Y,
skq,Sininkere,1,1,L,2,,,,N,Y,
sys,Sinyar,1,1,L,2,,,,N,Y,
xsi,Sio,1,1,L,4,,1995-2015,1988,N,N,xsi
snn,Siona,2,2,L,4,,1982-2009,1965,N,Y,snn
qum,Sipakapense,1,1,L,3,,,1980-1998,N,Y,
swj,Sira,1,1,L,3,,,1954,Y,Y,swj
fos,Siraya,,,N,3,,,1661-1888,N,N,
sir,Siri,1,1,L,2,,,,N,Y,
sri,Siriano,1,1,L,4,,1998-2009,1993,N,N,sri
srq,Siriono,1,1,L,4,,1977-2013,1964,N,Y,srq
srx,Sirmauri,45,,L,4,,2017-2022,Yes,Y,Y,srx
ssd,Siroi,1,1,L,4,,1975-2014,1971-2000,N,N,ssd
sbq,Sirva,1,1,L,0,,,,N,N,
sil,"Sisaala, Tumulung",1,1,L,5,2012-2014,1984,1972-2011,Y,Y,sil
ssl,"Sisaala, Western",1,1,L,3,,,1978,N,N,
sih,Sishee,,,N,0,,,,N,N,
sld,Sissala,1,1,L,4,,1999-2006,1995,Y,Y,
sis,Siuslaw,,,N,0,,,,N,N,
siy,Sivandi,1,1,L,0,,,,N,Y,
lsv,"Sivia Sign Language",,,L,2,,,,N,N,
siz,Siwi,2,2,L,1,,,,N,N,
akp,Siwu,1,1,L,4,,2008-2015,2003-2005,N,Y,akp
ska,Skagit,,,N,2,,,,N,N,
ske,Ske,1,1,L,2,,,,N,N,
skv,Skou,1,1,N,2,,,,N,Y,
scs,"Slavey, North",1,1,L,3,,,2023,N,Y,
xsl,"Slavey, South",1,1,L,4,,1891,1868-1973,Y,N,
svm,Slavomolisano,1,1,L,0,,,,N,N,
chu,"Slavonic, Church",,,N,5,1581-2015,1580,1491-1580,N,N,
slk,Slovak,22,19,L,5,1829-2017,1913-1995,1904-1995,Y,Y,slk
svk,"Slovakian Sign Language",1,1,L,3,,,Yes,N,N,
slv,Slovene,9,9,L,5,1584-2017,1577-1985,1555-1993,Y,Y,slv
ysl,"Slovenian Sign Language",1,1,L,0,,,,N,N,
sno,Snohomish,,,N,0,,,,N,N,
soc,"So (Democratic Republic of Congo)",1,1,L,4,,1920,1909-1915,N,Y,
sss,"So (Laos)",5,2,L,3,,,1980-2025,N,Y,
ssq,So'a,1,1,L,2,,,,N,N,
urw,Sob,1,1,L,3,,,2007-2015,N,N,urw
sob,Sobei,1,1,L,0,,,,N,Y,
xog,Soga,2,2,L,5,2014-2020,1999,1896-2011,Y,Y,xog
soj,Soi,1,1,L,0,,,,N,N,
sok,Sokoro,2,2,L,3,,,2001-2025,N,Y,
sby,Soli,1,1,L,4,,2018,2014,Y,Y,sby
szs,"Solomon Islands Sign Language",1,1,L,2,,,,N,N,
aaw,Solong,1,1,L,4,,2017,Yes,N,Y,
sol,Solos,1,1,L,3,,,2013-2024,N,Y,
som,Somali,32,27,L,5,1979-2008,1972-1976,1915-1935,Y,Y,som
bmu,Somba-Siawari,1,1,L,4,,1992-2013,1984-1992,Y,Y,bmu
smu,Somray,1,1,N,0,,,,N,Y,
kgt,Somyev,,,N,0,,,,N,N,
ysg,Sonaga,1,1,L,1,,,,N,N,
shc,Sonde,1,1,L,2,,,,N,Y,
sop,Songe,1,1,L,5,2002-2011,1952-1978,1920-1981,Y,Y,sop
hmb,"Songhay, Humburi Senni",2,2,L,1,,,,N,Y,
khq,"Songhay, Koyra Chiini",1,1,L,4,,1936-2017,1928,Y,Y,
ses,"Songhay, Koyraboro Senni",1,1,L,4,,2014,2004,Y,Y,ses
nsx,"Songo (Angola)",1,1,L,4,,2021,1936-1999,N,N,
soo,"Songo (Democratic Republic of the Congo)",1,1,L,3,,,2024,N,Y,4330
sod,Songoora,1,1,L,3,,,2025,N,N,
soi,Sonha,5,,L,4,,2021,Yes,N,Y,
siq,Sonia,1,1,N,2,,,,N,N,
snk,Soninke,11,11,L,3,,,2001-2018,Y,Y,
sov,Sonsorolese,2,2,L,3,,,Yes,N,N,4385
teu,Soo,,,N,2,,,,N,N,
mdc,Soq,1,1,L,2,,,,N,N,
sqt,Soqotri,2,2,L,3,,,1902-1905,N,N,
srb,Sora,58,,L,5,1992-2004,1965-1996,1939-1985,Y,Y,
dsb,"Sorbian, Lower",2,2,N,5,1796-1824,1709-1860,1753,N,N,
hsb,"Sorbian, Upper",,,L,5,1728-1860,1706-1966,1670-1960,N,N,
sbh,Sori-Harengan,1,1,L,2,,,,N,Y,
sqo,Sorkhei,1,1,L,1,,,,N,N,
akr,"Soro-n Raki",,,N,0,,,,N,Y,
bks,"Sorsoganon, Northern",1,1,L,2,,,,N,Y,
srv,"Sorsoganon, Southern",1,1,L,0,,,,N,N,
sdk,"Sos Kundi",1,1,L,3,,,2014,N,N,
nso,"Sotho, Northern",4,3,L,5,1904-2024,2010,1964,Y,Y,nso
sot,"Sotho, Southern",5,4,L,5,1872-2024,1855-1982,1839-1993,Y,Y,sot
sqq,Sou,1,1,L,2,,,,N,Y,
tlt,"Sou Nama",1,1,N,1,,,,N,N,
bzn,"Sou Puan",1,1,L,2,,,,N,N,
wha,"Sou Upaa",1,1,L,2,,,,N,N,
mnx,Sougb,1,1,L,4,,1996-2016,1965-1969,Y,Y,mnx
sor,Soumraye,1,1,L,3,,,1999-2024,N,Y,sor
saz,Sourashtra,43,,L,5,2022-2023,2001,1978-1988,Y,Y,saz
sfs,"South African Sign Language",1,1,L,3,,,2018-2023,N,N,
slh,"Southern Lushootseed",1,1,N,0,,,,N,N,
sww,Sowa,,,N,0,,,,N,N,
sow,Sowanda,2,2,L,1,,,,N,N,
dmy,Sowari,1,1,N,0,,,,N,N,
spa,Spanish,314,62,L,5,1553-2020,1543-1999,1514-1985,Y,Y,spa
ssp,"Spanish Sign Language",1,1,L,3,,,2007-2026,N,N,
spq,"Spanish, Charapa",1,1,L,0,,,,N,N,
spt,"Spiti Bhoti",12,,L,3,,,Yes,N,Y,
spo,Spokane,,,N,0,,,,N,Y,
squ,Squamish,,,N,0,,,,N,N,
srn,"Sranan Tongo",6,6,L,5,1997-2016,1829-2002,1966-1997,Y,Y,srn
sci,"Sri Lankan Malay Creole",1,,L,2,,,,N,N,
sqs,"Sri Lankan Sign Language",,,L,3,,,2021-2025,N,N,
stl,Stellingwerfs,,,L,5,2010,Yes,Yes,N,N,
stt,"Stieng, Budeh",1,1,L,4,,2009-2025,1985,N,Y,
sti,"Stieng, Bulo",2,2,L,4,,2024,Yes,N,Y,sti
sbu,"Stod Bhoti",5,,L,2,,,,N,Y,
jih,sTodsde,1,1,L,1,,,,N,N,
sto,Stoney,1,1,L,3,,,1968-1973,N,Y,
szp,Suabo,1,1,L,2,,,,N,Y,
swp,Suau,2,1,L,4,,1956-2015,1885-1926,Y,Y,
sxb,Suba,1,1,L,4,,2010,1993-2004,Y,Y,sxb
ssc,Suba-Simbiti,1,1,L,4,,2021,2009-2012,Y,N,ssc
syb,"Subanen, Central",1,1,L,4,,1992,1973-1983,N,Y,syb
sfe,"Subanen, Eastern",1,1,L,4,,Yes,2020,Y,N,
stb,"Subanen, Northern",1,1,L,4,,2011,2011,Y,N,stb
laa,"Subanen, Southern",1,1,L,4,,1982,1939-1967,N,Y,
skn,"Subanon, Kolibugan",1,1,L,3,,,Yes,Y,Y,
suc,"Subanon, Western",1,1,L,4,,1996-2021,1971-1974,Y,Y,suc
xsj,Subi,1,1,L,2,,,,N,N,
sut,Subtiaba,,,N,0,,,,N,N,
tgo,Sudest,1,1,L,4,,2014,2009,N,Y,tgo
sue,Suena,1,1,L,4,,1978-2014,1972,Y,N,sue
sug,Suganga,1,1,L,1,,,,N,Y,
kzs,"Sugut Dusun",1,1,L,2,,,,N,Y,
swi,Sui,1,1,L,3,,,2003,Y,Y,
sui,Suki,1,1,L,4,,1981,1952-1956,N,Y,
sub,Suku,2,2,L,3,,,1973-1977,Y,N,
suk,Sukuma,1,1,L,5,1960-2015,1925-2005,1895-1995,Y,Y,suk
syk,Sukur,1,1,L,3,,,2017,Y,Y,
zsu,Sukurum,1,1,L,1,,,,N,N,
szn,Sula,1,1,L,3,,,2023,Y,N,
sua,Sulka,1,1,L,4,,1997-2014,1989,N,Y,sua
srg,Sulod,1,1,L,0,,,,N,N,
sqm,Suma,1,1,L,1,,,,N,N,
siv,Sumariup,1,1,N,0,,,,N,N,
six,Sumau,1,1,L,3,,,2007-2024,N,N,3970
smw,Sumbawa,1,1,L,3,,,2025,Y,Y,4233
suw,Sumbwa,1,1,L,2,,,,N,Y,
ssk,Sunam,1,,L,3,,,Yes,N,Y,
sun,Sunda,2,1,L,5,1891-2018,1877-1978,1854-1998,Y,Y,sun
ymn,Sunum,1,1,N,3,,,2006,N,Y,
suz,Sunwar,6,,L,5,2011,1992,1988,Y,Y,suz
bbw,Supapya,1,1,L,2,,,,N,Y,
sbj,Surbakhal,1,1,L,1,,,,N,N,
sgj,Surgujia,42,,L,4,,2017-2024,Yes,Y,Y,sgj
koe,"Suri, Kacipo-Bale",2,2,L,2,,,,N,Y,
suq,"Suri, Tirmaga-Chai",1,1,L,3,,,2004-2023,Y,Y,suq
sgd,Surigaonon,1,1,L,2,,,,N,Y,
sjp,Surjapuri,67,,L,4,,Yes,2010-2011,Y,Y,
sgz,Sursurunga,1,1,L,4,,2009-2014,1979-1987,N,Y,sgz
swx,Suruaha,1,1,L,1,,,,N,N,
sru,Surui,1,1,L,3,,,1991-2008,Y,Y,
mdz,"Surui Do Para",1,1,L,1,,,,N,N,
sus,Susu,7,5,L,5,2015-2018,1884-2010,1869-1963,Y,Y,sus
ssu,Susuami,,,N,0,,,,N,N,
sdj,Suundi,1,1,L,2,,,,N,Y,
swu,Suwawa,1,1,L,2,,,,N,N,
suy,Suya,2,1,L,3,,,2007,N,Y,
syo,Su’ung,1,1,N,0,,,,N,N,
sva,Svan,1,1,L,2,,,,N,N,
swg,Swabian,,,L,5,2009,Yes,Yes,N,N,
swh,Swahili,35,24,L,5,1890-2024,1879-1989,1868-1968,Y,Y,swh
swc,"Swahili, Congo",2,2,L,5,1960-2002,1929-1992,1921-1955,Y,Y,swc
ssw,Swati,4,4,L,5,1996-2017,1981-1986,1976-1986,Y,Y,ssw
swe,Swedish,23,15,L,5,1541-2023,1526-1996,1523-1991,Y,Y,swe
swl,"Swedish Sign Language",1,1,L,3,,,2001-2025,N,N,
ssr,"Swiss-French Sign Language",,,L,0,,,,N,N,
sgg,"Swiss-German Sign Language",1,1,L,2,,,,N,N,
slf,"Swiss-Italian Sign Language",,,L,2,,,,N,N,
sox,Swo,1,1,L,3,,,2010,N,N,
scw,Sya,1,1,L,2,,,,N,Y,
syl,Sylheti,202,,L,4,,2014,1993,Y,Y,syl
syc,Syriac,,,N,5,1645-1991,1555-1920,1625-1904,Y,N,
syw,Syuba,2,,L,4,,2024-2025,1976-2023,N,Y,syw
tct,T'en,2,1,L,1,,,,N,N,
tto,"Ta'oih, Lower",3,1,L,2,,,,N,Y,
tth,"Ta'oih, Upper",7,2,L,3,,,2010,N,Y,
nmn,Taa,3,3,L,1,,,,N,Y,
tap,Taabwa,3,2,L,4,,2006-2016,Yes,N,Y,4387
tby,Tabaru,1,1,L,4,,2008,1998,Y,Y,
tab,Tabasaran,4,4,L,4,,2010,1996-2007,Y,Y,tab
tnm,Tabla,1,1,N,3,,,1985-1991,N,Y,
knv,Tabo,1,1,L,4,,2006-2024,1990-2002,N,Y,knv
tbp,Taburta,1,1,L,3,,,2019,N,Y,
tna,Tacana,1,1,N,4,,1981-2015,1969-1973,N,Y,tna
shy,Tachawit,5,5,L,3,,,1933-1950,Y,Y,
shi,Tachelhit,5,3,L,4,,2021,1906-1925,Y,Y,shi
dsq,Tadaksahak,2,2,L,1,,,,N,Y,
klw,Tado,1,1,L,4,,2021,2014,Y,Y,
tdy,Tadyawan,1,1,L,3,,,2004-2005,N,Y,
rob,Tae',3,1,L,3,,,Yes,Y,N,
tcd,Tafi,1,1,L,4,,2020,Yes,N,Y,tcd
bgs,Tagabawa,1,1,L,4,,2004,1952-2005,Y,Y,bgs
klg,Tagakolu,1,1,L,4,,2024,1964-2011,Y,Y,3969
tgl,Tagalog,55,49,L,5,1905-2014,1902-1977,1898-1991,Y,Y,tgl
oua,Tagargrent,1,1,L,2,,,,N,N,
tbw,Tagbanwa,1,1,L,4,,1992,1968-1996,N,N,tbw
tbk,"Tagbanwa, Calamian",1,1,L,4,,2002-2009,1968-1994,Y,Y,tbk
tgt,"Tagbanwa, Central",,,N,2,,,,N,N,
tbm,Tagbu,1,1,L,0,,,,N,N,
tda,Tagdal,1,1,L,2,,,,N,N,
tgj,Tagin,12,,L,4,,2018,Yes,N,Y,tgj
tgx,Tagish,,,N,0,,,,N,N,
tag,Tagoi,4,1,L,1,,,,N,N,
tah,Tahitian,6,5,L,5,1838-2004,1829-1988,1818-1861,Y,Y,
tht,Tahltan,1,1,N,0,,,,N,N,
tyr,"Tai Daeng",3,2,L,2,,,,N,Y,
blt,"Tai Dam",4,4,L,4,,2013-2014,1982-2000,Y,Y,blt
twh,"Tai Don",4,4,L,4,,2024,Yes,Y,Y,4265
tiz,"Tai Hongjin",1,1,L,0,,,,N,N,
tnu,"Tai Khang",1,1,L,1,,,,N,N,
tjl,"Tai Laing",1,1,L,3,,,2024,N,N,4174
tlq,"Tai Loi",2,2,L,1,,,,N,Y,
thi,"Tai Long",1,1,L,2,,,,N,N,
tdd,"Tai Nua",5,4,L,3,,,1931-1948,Y,Y,
tpo,"Tai Pao",2,2,L,2,,,,N,N,
tmm,"Tai Thanh",1,1,L,2,,,,N,N,
cuu,"Tai Ya",2,2,L,3,,,1922,N,N,
tyj,"Tai Yo",2,2,L,2,,,,N,N,
aos,Taikat,1,1,L,2,,,,N,N,
ago,Tainae,1,1,L,1,,,,N,N,
tnq,Taino,,,N,0,,,,N,N,
tbg,"Tairora, North",1,1,L,4,,1979-2015,1967-2008,Y,Y,tbg
omw,"Tairora, South",1,1,L,4,,1994-2014,1967-1982,Y,N,omw
uar,Tairuma,1,1,L,3,,,2013,N,Y,
tss,"Taiwan Sign Language",1,1,L,3,,,Yes,N,N,
pee,Taje,,,N,0,,,,N,N,
tgk,Tajik,20,14,L,5,1992-2016,1983,1981,Y,Y,tgk
tdj,Tajio,1,1,L,3,,,2015-2020,N,Y,
tja,Tajuasohn,1,1,L,2,,,,N,Y,
tks,Takestani,1,1,L,4,,2024,Yes,N,Y,
tbc,Takia,2,1,L,4,,1999-2015,1979-1997,Y,Y,tbc
tkz,Takua,1,1,L,2,,,,N,N,
nho,Takuu,1,1,L,4,,2009,Yes,Y,N,nho
tke,Takwane,1,1,L,4,,2015-2016,2007-2009,Y,Y,tke
tal,Tal,1,1,L,3,,,2015,Y,Y,
tak,Tala,1,1,N,3,,,2021,N,Y,
tld,Talaud,1,1,L,5,2003,1993,1983,Y,Y,tld
tlv,Taliabu,1,1,L,2,,,,N,N,
tdf,Talieng,3,1,L,2,,,,N,Y,
tlj,Talinga-Bwisi,2,2,L,4,,2015-2017,2004-2010,Y,Y,tlj
tlr,Talise,1,1,L,2,,,,N,Y,
tlo,Talodi,1,1,N,0,,,,N,N,
tlk,Taloki,1,1,N,0,,,,N,N,
tln,Talondo',1,1,L,2,,,,N,N,
yta,Talu,2,1,L,1,,,,N,N,
tly,Talysh,3,3,L,4,,2018-2024,Yes,Y,N,4106
tma,"Tama (Chad)",3,2,L,2,,,,N,Y,
tcg,Tamagario,1,1,L,2,,,,N,N,
thv,"Tamahaq, Tahaggart",3,3,L,3,,,1922-2024,N,N,thv
ttq,"Tamajaq, Tawallammat",3,3,L,4,,2015-2016,1979-2006,Y,Y,ttq
thz,"Tamajeq, Tayart",2,1,L,4,,1990-2003,1934-1998,N,Y,
tmn,"Taman (Indonesia)",1,1,L,3,,,Yes,N,Y,
tcl,"Taman (Myanmar)",,,N,0,,,,N,N,
taj,"Tamang, Eastern",17,,L,4,,2011-2012,2005,Y,Y,taj
tge,"Tamang, Eastern Gorkha",3,,L,4,,Yes,Yes,N,N,
tdg,"Tamang, Western",5,,L,4,,1990-2025,1977-1986,Y,Y,tdg
taq,Tamasheq,3,3,L,4,,2003-2006,1953-1998,Y,Y,taq
tzm,"Tamazight, Central Atlas",11,5,L,3,,,1919-2020,Y,Y,
zgh,"Tamazight, Standard Moroccan",,,L,0,,,,N,N,
tjo,"Tamazight, Temacine",1,1,L,0,,,,N,N,
tia,"Tamazight, Tidikelt",1,1,N,0,,,,N,N,
tls,Tambotalo,1,1,N,0,,,,N,Y,
tmy,Tami,1,1,L,3,,,1993-2015,N,Y,
tam,Tamil,566,,L,5,1727-2024,1715-1998,1714-1956,Y,Y,tam
tax,Tamki,1,1,L,2,,,,N,N,
tpu,Tampuan,1,1,L,4,,2020,2008,N,Y,tpu
tpm,Tampulma,1,1,L,5,1999-2016,2000,1972,Y,Y,tpm
tcb,Tanacross,1,1,N,0,,,,N,N,
tcm,Tanahmerah,1,1,L,2,,,,N,N,
tfn,Tanaina,1,1,L,0,,,,N,Y,
taa,"Tanana, Lower",1,1,N,0,,,,N,N,
tau,"Tanana, Upper",2,2,N,3,,,1970-1982,N,Y,
tpv,Tanapag,1,1,L,3,,,2024,N,N,tpv
tgn,Tandaganon,1,1,L,2,,,,N,N,
tni,Tandia,,,N,0,,,,N,N,
tnx,Tanema,,,N,0,,,,N,N,
tan,Tangale,1,1,L,4,,1932-1963,1920-1929,Y,Y,tan
tnv,Tangchangya,1,,L,2,,,,N,Y,
tgu,Tanggu,1,1,L,3,,,1993-2011,N,N,
tkx,Tangko,1,1,L,3,,,2018,N,Y,
ytl,Tanglang,1,1,L,1,,,,N,N,
tgp,Tangoa,1,1,L,4,,2009-2016,1892-2001,Y,Y,tgp
tbs,Tanguat,1,1,L,3,,,2015-2019,N,N,
tbe,Tanibili,,,N,2,,,,N,N,
tnc,Tanimuca-Letuama,2,1,L,3,,,1987-2019,Y,Y,tnc
tnn,"Tanna, North",1,1,L,4,,2007-2015,1990-2006,Y,Y,tnn
nwi,"Tanna, Southwest",1,1,L,4,,2012-2014,2003-2011,Y,Y,nwi
nkk,Tanokuku,1,1,L,3,,,1901-1946,N,Y,
tza,"Tanzanian Sign Language",1,1,L,3,,,2011-2024,N,N,
afp,Tapei,1,1,L,2,,,,N,N,
vnp,Tapesena,1,1,L,1,,,,N,N,
ptr,Tapiafaru,1,1,L,1,,,,N,N,
taf,Tapirape,1,1,L,2,,,,N,N,
tar,"Tarahumara, Central",1,1,L,4,,1972-2011,1947-1963,Y,Y,
thh,"Tarahumara, Northern",,,N,0,,,,N,N,
tcu,"Tarahumara, Southeastern",1,1,L,0,,,,N,Y,
twr,"Tarahumara, Southwestern",1,1,N,0,,,,N,Y,
tac,"Tarahumara, Western",1,1,L,4,,2008-2009,1975-1985,Y,Y,tac
tre,"Tarangan, East",1,1,L,1,,,,N,N,
txn,"Tarangan, West",1,1,L,3,,,1991-2008,N,Y,
tgr,Tareng,1,1,L,2,,,,N,N,
tae,Tariana,2,2,N,0,,,,N,N,
rif,Tarifit,3,3,L,4,,2020,Yes,Y,Y,rif
txj,Tarjumo,,,N,0,,,,N,N,
yer,Tarok,1,1,L,4,,1988-2007,1917-1966,Y,Y,3983
tov,"Taromi, Upper",1,1,L,0,,,,N,Y,
tpf,Tarpia,1,1,N,0,,,,N,N,
tdm,Taruma,,,N,0,,,,N,N,
twq,Tasawaq,1,1,L,2,,,,N,N,
ttt,"Tat, Muslim",3,3,L,4,,Yes,1989-2011,Y,N,4210
txx,Tatana,1,1,L,3,,,1985,N,N,
tat,Tatar,17,13,L,5,2015-2018,1820-2005,1864-2007,Y,Y,tat
tav,Tatuyo,1,1,L,4,,1987-2019,1978-1981,N,Y,tav
ttd,Tauade,1,1,L,3,,,1991,N,N,
tco,Taungyo,1,1,L,3,,,2024,N,N,tco
awm,Taupi,1,1,L,2,,,,N,N,
tpa,Taupota,1,1,L,3,,,2008-2010,N,Y,tpa
tad,Tause,1,1,L,3,,,2018-2022,N,N,
trr,Taushiro,,,N,3,,,1976,N,N,
tsg,Tausug,3,3,L,4,,1985-2018,Yes,Y,Y,tsg
tya,Tauya,1,1,L,2,,,,N,N,
vlp,Tavanlav,1,1,L,1,,,,N,N,
tvs,Taveta,2,2,L,4,,1906,1892-1905,Y,Y,tvs
tvn,Tavoyan,1,1,L,4,,2025,Yes,N,Y,3791
tbo,Tawala,1,1,L,4,,1985-2015,1898-1980,Y,Y,tbo
xtw,Tawande,,,N,0,,,,N,N,
twl,Tawara,2,2,L,4,,1985,Yes,N,N,
twb,Tawbuid,1,1,L,5,2021,1999-2001,Yes,N,Y,twb
twy,Tawoyan,1,1,L,4,,Yes,1984-2004,N,Y,
taw,Tay,1,1,L,4,,2013,1995,N,Y,taw
tyz,Tay,1,1,L,5,2022,Yes,Yes,N,Y,tyz
